genotype,pre_freq,pre_n,post_freq,post_n,change
N-001000000000000011,8.679416662461522e-05,43,0.0001486104919007282,3,0.7041051547356594
N-110011101111020011,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000011001001020100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000011101000000000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-010200010112020101,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000010001000100000,2.422162789524146e-05,12,9.907366126715212e-05,2,2.9677716951027144
N-000000000100000001,0.00014734823636271887,73,0.0003962946450686085,8,1.6781217951065035
N-000110000100000100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000000002011010,7.670182166826462e-05,38,4.953683063357606e-05,1,-0.34960558776427536
N-100000100000101000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-100200000000010000,2.624009688651158e-05,13,9.907366126715212e-05,2,2.6737630443856966
N-000101010000001000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-001000000000100100,2.8258565877781702e-05,14,4.953683063357606e-05,1,0.7272490676637229
N-001111200000000000,8.073875965080486e-06,4,4.953683063357606e-05,1,4.5694866039672375
N-110210000000010001,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-110010000000000010,1.0092344956350608e-05,5,4.953683063357606e-05,1,3.55600964741388
N-011000000000000100,1.614775193016097e-05,8,9.907366126715212e-05,2,4.835963902133071
N-000101200010000100,0.0,0,9.907366126715212e-05,2,99.07366126715213
N-111100101102121111,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-010000001000000100,1.0092344956350608e-05,5,0.0001486104919007282,3,12.487724416204072
N-000000110001020010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-010000000000120100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-010101010102100010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001000000000100110,8.073875965080486e-06,4,4.953683063357606e-05,1,4.5694866039672375
N-101011200001120001,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-101000100000000010,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-010000100000100000,2.0184689912701216e-05,10,0.0001486104919007282,3,6.062198810426282
N-000100200010110000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100001001002010011,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000200000000010001,6.055406973810365e-06,3,4.953683063357606e-05,1,6.162851246025711
N-010001000012000000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000000011011000000,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-000100201000100111,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000110001001000011,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-110001000000020010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-110111100001000101,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100100000000001010,1.0092344956350608e-05,5,4.953683063357606e-05,1,3.55600964741388
N-000000000102000000,5.449866276429328e-05,27,0.0002972209838014564,6,4.373480529936764
N-011000001000000000,3.633244184286219e-05,18,9.907366126715212e-05,2,1.6806085090382539
N-000000000110000010,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000000000012000000,9.083110460715547e-05,45,0.0002972209838014564,6,2.2474942458464016
N-110200010110010101,1.614775193016097e-05,8,0.0001486104919007282,3,7.7247875120924805
N-000010001000000010,1.4129282938890851e-05,7,0.0001486104919007282,3,8.888802562885795
N-000000001011000000,1.211081394762073e-05,6,4.953683063357606e-05,1,2.8545913957346003
N-000010000000000100,0.00016147751930160973,80,0.0003962946450686085,8,1.4452284031435993
N-010000000000000010,0.00020790230610082252,103,0.0013374944271065537,27,5.4072745394230175
N-000001200010000001,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000010000100000000,8.275722864207498e-05,41,0.0003962946450686085,8,3.7434072438856907
N-000000010010010100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-010011010000120101,0.0,0,9.907366126715212e-05,2,99.07366126715213
N-010000100010000000,4.036937982540243e-06,2,0.00019814732253430425,4,38.53737830892842
N-111100110001010020,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100210001000021101,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000101010010010010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000101000010010,2.0184689912701214e-06,1,9.907366126715212e-05,2,32.153781455625555
N-001000100000020001,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000000102001000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-100000000000020100,4.64247867992128e-05,23,4.953683063357606e-05,1,0.0656206183390775
N-010000010000000010,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-100000001112111100,0.0,0,9.907366126715212e-05,2,99.07366126715213
N-100201000010000100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000101200001001000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000100010000000,1.614775193016097e-05,8,0.0001486104919007282,3,7.7247875120924805
N-000001000010120000,0.0,0,9.907366126715212e-05,2,99.07366126715213
N-100000200010000101,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100101200011021121,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000010200000000010,6.055406973810365e-06,3,4.953683063357606e-05,1,6.162851246025711
N-000000011100000000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000200100010020001,0.0,0,9.907366126715212e-05,2,99.07366126715213
N-000010001000020100,0.0,0,9.907366126715212e-05,2,99.07366126715213
N-110110201111000010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000001000010020,1.8166220921431094e-05,9,4.953683063357606e-05,1,1.6367655283085718
N-000201200001000000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-011101200000000001,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-101000000001000010,1.614775193016097e-05,8,4.953683063357606e-05,1,1.9471402921736607
N-000201100110020001,0.0,0,9.907366126715212e-05,2,99.07366126715213
N-100101000000000010,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000010001001121100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000001101110021001,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-000000100010100000,1.0092344956350608e-05,5,9.907366126715212e-05,2,8.021867031808975
N-000101210000000000,1.0092344956350608e-05,5,9.907366126715212e-05,2,8.021867031808975
N-011111210012021111,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001010001000000000,2.422162789524146e-05,12,0.0002476841531678803,5,8.859956470724052
N-000000100000000101,1.4129282938890851e-05,7,9.907366126715212e-05,2,5.614567370533204
N-000000001011010000,2.0184689912701214e-06,1,0.00019814732253430425,4,64.97626913189073
N-111200001100111011,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000010101001000000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000200010000000,6.862794570318413e-05,34,0.00044583147570218456,9,5.417415754400904
N-000000000000000101,0.0005631528485643639,279,0.00044583147570218456,9,-0.2079602596366119
N-000010000010000010,1.211081394762073e-05,6,9.907366126715212e-05,2,6.632909876301987
N-111210010112010101,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000101200000010010,0.0,0,0.0001486104919007282,3,148.6104919007282
N-000001000000021000,1.4129282938890851e-05,7,9.907366126715212e-05,2,5.614567370533204
N-100000010102100121,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-010000000000020010,3.229550386032194e-05,16,0.0001486104919007282,3,3.4934142618282507
N-000200200100020010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000100000021000,6.055406973810365e-06,3,4.953683063357606e-05,1,6.162851246025711
N-100100200001101101,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000010000002000000,7.266488368572438e-05,36,0.0005944419676029127,12,7.0831182757749245
N-001000000100000010,1.4129282938890851e-05,7,9.907366126715212e-05,2,5.614567370533204
N-000100000000010000,0.00010496038754604632,52,0.000792589290137217,16,6.489490256841063
N-010000000000001100,4.036937982540243e-05,20,4.953683063357606e-05,1,0.22159990908407223
N-000000101000000100,1.211081394762073e-05,6,4.953683063357606e-05,1,2.8545913957346003
N-110011101112111101,0.0,0,9.907366126715212e-05,2,99.07366126715213
N-001100110000001110,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000010100000000000,9.688651158096584e-05,48,0.0004953683063357606,10,4.0708549964536695
N-110001000000000100,6.055406973810365e-06,3,9.907366126715212e-05,2,13.183967223807933
N-010111010000010121,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100001001001000000,1.0092344956350608e-05,5,0.0001486104919007282,3,12.487724416204072
N-100211200012100000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000001001012000100,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-100001000000100000,8.477569763334511e-05,42,0.0003962946450686085,8,3.631785645939895
N-110200200000000000,1.211081394762073e-05,6,4.953683063357606e-05,1,2.8545913957346003
N-100000200000000100,2.422162789524146e-05,12,4.953683063357606e-05,1,1.0037101032289353
N-000100200000110000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001000010000100000,3.4313972851592065e-05,17,0.0001486104919007282,3,3.236580588920719
N-000000000010000020,4.64247867992128e-05,23,9.907366126715212e-05,2,1.1101552167402309
N-000000000002020001,1.4129282938890851e-05,7,4.953683063357606e-05,1,2.340332178180613
N-000000200000010020,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-000000000000001101,0.0003936014532976737,195,4.953683063357606e-05,1,-0.871929436115247
N-100000001000100000,0.00010899732552858656,54,0.0003962946450686085,8,2.6118573170704766
N-000100010000001110,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-010000000000001020,4.2387848816672555e-05,21,4.953683063357606e-05,1,0.16476921561864538
N-000010001000000100,1.614775193016097e-05,8,4.953683063357606e-05,1,1.9471402921736607
N-101010000000000000,0.00018166220921431094,90,9.907366126715212e-05,2,-0.45213812042676366
N-000010010000000000,0.00011505273250239694,57,0.0004953683063357606,10,3.2770927976685833
N-000000210000000100,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000000000010001100,2.8258565877781702e-05,14,9.907366126715212e-05,2,2.420320110191929
N-001000201000020000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000100000010010,4.036937982540243e-06,2,0.00019814732253430425,4,38.53737830892842
N-000010001001020101,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000100000000100000,0.00016349598829287984,81,0.0006439787982364889,13,2.9209393793125504
N-011000000001011010,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-001101000111021010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-110000200001120120,2.0184689912701214e-06,1,9.907366126715212e-05,2,32.153781455625555
N-000200000010000000,3.633244184286219e-05,18,0.0002972209838014564,6,6.988252819269443
N-000101200000100010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000001000000100010,2.220315890397134e-05,11,0.0002476841531678803,5,9.717685216788166
N-000000000110101120,0.0,0,0.00019814732253430425,4,198.14732253430427
N-000001110000000000,8.073875965080486e-06,4,4.953683063357606e-05,1,4.5694866039672375
N-000000001000000100,0.0002523086239087652,125,0.0010898102739386735,22,3.3062500482871564
N-000100000010000001,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-000001000100020000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000001000001000001,1.211081394762073e-05,6,4.953683063357606e-05,1,2.8545913957346003
N-000000011000100000,4.440631780794268e-05,22,0.0001486104919007282,3,2.294926766216609
N-100000000000020111,2.624009688651158e-05,13,4.953683063357606e-05,1,0.8552368166722739
N-010101110100100010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-111100110000000010,0.0,0,0.0001486104919007282,3,148.6104919007282
N-000001000100000010,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-001001001000000020,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-000101200000010000,0.0,0,0.000743052459503641,15,743.052459503641
N-010000000002100000,1.211081394762073e-05,6,4.953683063357606e-05,1,2.8545913957346003
N-000010100001000000,1.8166220921431094e-05,9,4.953683063357606e-05,1,1.6367655283085718
N-001000001001000020,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000100000001000000,7.266488368572438e-05,36,0.00019814732253430425,4,1.7034227513875422
N-001101000010010010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-011010001002101010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-010000010000001100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100200000000020000,8.073875965080486e-06,4,4.953683063357606e-05,1,4.5694866039672375
N-010000200000020000,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-100001200001120120,4.036937982540243e-06,2,0.0002476841531678803,5,48.372089557168465
N-100000001000010000,0.0001029419185547762,51,0.00044583147570218456,9,3.298857303338205
N-001000000002020000,8.073875965080486e-06,4,9.907366126715212e-05,2,10.028766720227528
N-011001000000100000,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-100000010001021000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001000201012020000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000000000000100100,0.00026643790684765606,132,0.0012879575964729777,26,3.819651827469703
N-010000000001000000,0.00012716354645001766,63,0.000792589290137217,16,5.1920047635909325
N-100000001001001020,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000001001000020100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000010001000010000,7.872029065953475e-05,39,0.0002972209838014564,6,2.740841651908709
N-000010001001120100,0.0,0,0.0001486104919007282,3,148.6104919007282
N-000000010000001011,2.220315890397134e-05,11,4.953683063357606e-05,1,1.1780151074570466
N-000000001101010000,0.0,0,0.0001486104919007282,3,148.6104919007282
N-001000000100100001,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001000100000000001,1.211081394762073e-05,6,9.907366126715212e-05,2,6.632909876301987
N-100000110002000000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-010110200010001021,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-010000100000010000,8.073875965080486e-06,4,0.0002476841531678803,5,26.406607069008405
N-010101100002110110,8.073875965080486e-06,4,4.953683063357606e-05,1,4.5694866039672375
N-000010000000020010,2.0184689912701216e-05,10,4.953683063357606e-05,1,1.3855355373069143
N-000001010010000000,1.614775193016097e-05,8,9.907366126715212e-05,2,4.835963902133071
N-000101100000000100,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-000000000000120010,4.440631780794268e-05,22,4.953683063357606e-05,1,0.11299116672120754
N-000000100001010100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-001000010001000000,1.0092344956350608e-05,5,9.907366126715212e-05,2,8.021867031808975
N-010011010111110000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-101101000001121011,0.0,0,0.0001486104919007282,3,148.6104919007282
N-000211100100110010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000001201000000010,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-000101001001101101,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000001000000001020,3.4313972851592065e-05,17,4.953683063357606e-05,1,0.43107179829237774
N-001010200000020000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000000000110001,3.229550386032194e-05,16,9.907366126715212e-05,2,2.0056208696216586
N-100010200001120120,1.0092344956350608e-05,5,0.0001486104919007282,3,12.487724416204072
N-010000000010000000,0.00011303426351112681,56,0.0004953683063357606,10,3.3527996853974322
N-100000201000010000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100200000000100000,3.0277034869051824e-05,15,9.907366126715212e-05,2,2.1995891453947753
N-001201110102001000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-110000000000000101,8.073875965080486e-06,4,9.907366126715212e-05,2,10.028766720227528
N-000000200010021111,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000011201001020100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000000111021010,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-000001000000000020,6.862794570318413e-05,34,0.0002972209838014564,6,3.2830645194206634
N-100000000002100000,2.0184689912701216e-05,10,4.953683063357606e-05,1,1.3855355373069143
N-000011000000100100,8.073875965080486e-06,4,4.953683063357606e-05,1,4.5694866039672375
N-000200001111110011,2.0184689912701216e-05,10,0.00044583147570218456,9,20.092188629784385
N-000010101011020100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000010000000000,0.00047030327496593835,233,0.0006935156288700649,14,0.47360662605253134
N-001000200000100000,6.055406973810365e-06,3,0.00019814732253430425,4,27.226199179372372
N-000000200000000100,0.00011505273250239694,57,0.0003962946450686085,8,2.423397592645247
N-000000000001001100,1.8166220921431094e-05,9,9.907366126715212e-05,2,4.221355930174672
N-100000000001010000,7.266488368572438e-05,36,0.00044583147570218456,9,5.065732454129656
N-100000110110110011,8.073875965080486e-06,4,4.953683063357606e-05,1,4.5694866039672375
N-100000000012000000,2.220315890397134e-05,11,9.907366126715212e-05,2,3.3129326347898265
N-000000200000001020,2.0184689912701216e-05,10,4.953683063357606e-05,1,1.3855355373069143
N-010000000010000100,6.055406973810365e-06,3,4.953683063357606e-05,1,6.162851246025711
N-000211101001111120,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000001001002000011,0.0,0,0.0002972209838014564,6,297.2209838014564
N-000000001110100120,0.0,0,0.0002476841531678803,5,247.6841531678803
N-000200000000120100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000101000000001000,1.0092344956350608e-05,5,0.00019814732253430425,4,16.953581800599167
N-000101000000000010,1.211081394762073e-05,6,0.00019814732253430425,4,14.189546837436762
N-010101010100100110,0.0,0,9.907366126715212e-05,2,99.07366126715213
N-001110001000000000,3.229550386032194e-05,16,4.953683063357606e-05,1,0.5178274774150665
N-001000000001000001,1.614775193016097e-05,8,4.953683063357606e-05,1,1.9471402921736607
N-000000010010000010,1.0092344956350608e-05,5,9.907366126715212e-05,2,8.021867031808975
N-001111200000010000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000100000000010,4.64247867992128e-05,23,0.0001486104919007282,3,2.1546898151413845
N-000000001010000100,2.624009688651158e-05,13,4.953683063357606e-05,1,0.8552368166722739
N-111211211112111011,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000200100110020101,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000200000000101000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-001200201001111011,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000010010100000,2.0184689912701216e-05,10,0.0002476841531678803,5,10.73886208354565
N-000000000001100100,2.624009688651158e-05,13,0.0001486104919007282,3,4.49228927209912
N-000100201001101101,4.036937982540243e-06,2,0.0001486104919007282,3,28.70266706068837
N-001100200000000000,1.211081394762073e-05,6,0.00019814732253430425,4,14.189546837436762
N-000000201000101010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000110002011011,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-101000000001010000,8.073875965080486e-06,4,4.953683063357606e-05,1,4.5694866039672375
N-100000001000000100,7.064641469445426e-05,35,0.00034675781443503244,7,3.8538062360565046
N-000000101100000010,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000200101000000000,6.055406973810365e-06,3,4.953683063357606e-05,1,6.162851246025711
N-000000101000010000,2.0184689912701214e-06,1,0.0001486104919007282,3,48.56502529375815
N-100000200000010000,4.2387848816672555e-05,21,0.00019814732253430425,4,3.589933079553332
N-001100000002111101,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000010010100001,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000110100000000001,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-010001100010000001,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000011000000010000,4.036937982540243e-06,2,9.907366126715212e-05,2,18.86795581244832
N-010100010100100010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-011011000000000000,1.8166220921431094e-05,9,4.953683063357606e-05,1,1.6367655283085718
N-000001101000000000,2.220315890397134e-05,11,9.907366126715212e-05,2,3.3129326347898265
N-001000010000000111,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-100000000000101010,2.8258565877781702e-05,14,4.953683063357606e-05,1,0.7272490676637229
N-010100000000000011,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-101101001111020121,4.64247867992128e-05,23,0.0001486104919007282,3,2.1546898151413845
N-010111101011000120,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000001010000101,2.0184689912701214e-06,1,9.907366126715212e-05,2,32.153781455625555
N-000110101110021000,5.6517131755563404e-05,28,0.0001486104919007282,3,1.6011466033553903
N-000001010000010000,6.055406973810365e-06,3,4.953683063357606e-05,1,6.162851246025711
N-000010100002010000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000100000001010000,8.073875965080486e-06,4,9.907366126715212e-05,2,10.028766720227528
N-000201000000001000,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-000000000012101000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000200000000001010,2.8258565877781702e-05,14,9.907366126715212e-05,2,2.420320110191929
N-101210000000001000,1.0092344956350608e-05,5,4.953683063357606e-05,1,3.55600964741388
N-000000010002001010,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-100101211001000000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-110100001110021001,1.0092344956350608e-05,5,4.953683063357606e-05,1,3.55600964741388
N-001001000000001000,2.422162789524146e-05,12,9.907366126715212e-05,2,2.9677716951027144
N-000001000000100001,1.8166220921431094e-05,9,0.0002476841531678803,5,11.975127135772976
N-000100000010020000,6.055406973810365e-06,3,4.953683063357606e-05,1,6.162851246025711
N-010200000010120000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000000000110010,3.835091083413231e-05,19,0.0002972209838014564,6,6.57850269485464
N-100101200000000000,2.0184689912701216e-05,10,0.0005944419676029127,12,27.10718353946344
N-010000100000020020,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000200001000010,1.4129282938890851e-05,7,9.907366126715212e-05,2,5.614567370533204
N-010000000000000110,3.229550386032194e-05,16,0.0001486104919007282,3,3.4934142618282507
N-100200110111020120,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000200000010100000,1.0092344956350608e-05,5,9.907366126715212e-05,2,8.021867031808975
N-001100110000000011,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000000010010001001,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100210200011110000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-010000000012020001,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000200000001000,2.8258565877781702e-05,14,9.907366126715212e-05,2,2.420320110191929
N-100111010010010101,0.0,0,0.0001486104919007282,3,148.6104919007282
N-000000000000101120,3.633244184286219e-05,18,4.953683063357606e-05,1,0.3536974314804565
N-000000200000000010,0.00012716354645001766,63,0.0005944419676029127,12,3.645954205356891
N-001200110012110120,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100211200002001100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000201001100101,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000001010020010,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-010000001000100000,2.0184689912701216e-05,10,9.907366126715212e-05,2,3.7238671738665983
N-110001000000000000,7.872029065953475e-05,39,0.0005944419676029127,12,6.469139445889569
N-000000001000000001,0.0003088257556643286,153,0.0004953683063357606,10,0.6020885845059825
N-010100000000000000,0.0001856991471968512,92,0.0003962946450686085,8,1.1279938930289293
N-101101201111100020,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-100000200000000010,2.8258565877781702e-05,14,9.907366126715212e-05,2,2.420320110191929
N-000100000000000001,9.486804258969571e-05,47,0.0001486104919007282,3,0.5605877397647935
N-000010000000100010,2.422162789524146e-05,12,9.907366126715212e-05,2,2.9677716951027144
N-100001000000010000,4.844325579048292e-05,24,0.0002476841531678803,5,4.02968805739019
N-010000100000001000,1.0092344956350608e-05,5,0.0002476841531678803,5,21.419439184994264
N-000001000100100000,1.4129282938890851e-05,7,9.907366126715212e-05,2,5.614567370533204
N-000000001000111100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-010010010110020010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000001201010000000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000000000000010011,0.00013725589140636826,68,0.0002476841531678803,5,0.7987237334931072
N-101101201111100110,0.0,0,0.0001486104919007282,3,148.6104919007282
N-100100000000000110,8.073875965080486e-06,4,4.953683063357606e-05,1,4.5694866039672375
N-101000110110000010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000001001010000000,2.624009688651158e-05,13,0.00019814732253430425,4,6.310815499812542
N-000000000000010020,0.00011101579451985669,55,0.0005449051369693367,11,3.873465740338661
N-100200000000000000,0.00034313972851592067,170,0.0005944419676029127,12,0.7302331531750664
N-000100000100000100,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000101000002000000,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-011110200101120000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000001012010000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-100000100000000110,1.0092344956350608e-05,5,4.953683063357606e-05,1,3.55600964741388
N-000201000000120000,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000001000000020,0.00012514507745874754,62,0.00034675781443503244,7,1.756808441841558
N-000001101002021011,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000100200000100000,6.055406973810365e-06,3,4.953683063357606e-05,1,6.162851246025711
N-111101001112100010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000000000001100101,1.0092344956350608e-05,5,4.953683063357606e-05,1,3.55600964741388
N-001010011002101010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000001000000001100,5.248019377302316e-05,26,0.0001486104919007282,3,1.797493452168375
N-100000100002010000,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-001101201000101010,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-111001201011000010,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000000000001001010,3.0277034869051824e-05,15,0.0001486104919007282,3,3.7833975479806625
N-000111101110021000,4.036937982540243e-06,2,4.953683063357606e-05,1,9.033244564208271
N-010000000001020001,0.0,0,4.953683063357606e-05,1,49.536830633576066
N-000101200100000000,4.036937982540243e-06,2,9.907366126715212e-05,2,18.86795581244832
N-000001011000000000,2.220315890397134e-05,11,0.0001486104919007282,3,5.447850162122606
N-001001000000000010,2.422162789524146e-05,12,0.00034675781443503244,7,12.788079654471613
N-010200000000000000,0.00010899732552858656,54,0.0002972209838014564,6,1.7111657703346022
N-000000001010000120,2.0184689912701214e-06,1,4.953683063357606e-05,1,15.74253761749297
N-000001100001000000,1.0092344956350608e-05,5,0.00019814732253430425,4,16.953581800599167
N-001000001001010000,0.0,0,9.907366126715212e-05,2,99.07366126715213
N-001000200000000001,1.0092344956350608e-05,5,4.953683063357606e-05,1,3.55600964741388
